danceability_delta,energy_delta,loudness_delta,speechiness_delta,acoutsicness_delta,liveness_delta,valence_delta,duration_delta,followers_delta,popularity,similar_genres,same_artist,artist,artist_gender,seed_artist,seed_artist_gender,same_gender,rec_rank,artist_male,artist_female
0.088,0.109,0.864,0.0591,0.0142,0.3173,0.08,-64.262,0,94,1,1,Daddy Yankee,M,Daddy Yankee,M,1,4,1,0
0.164,0.033,0.555,0.0884,0.0125,0.2742,0.26,-66.902,22286924,72,1,0,Nacho,M,Daddy Yankee,M,1,5,1,0
0.085,0.072,0.715,0.1004,0.1169,0.2707,0.035,-0.495,19622545,85,1,0,Don Omar,M,Daddy Yankee,M,1,6,1,0
0.117,0.063,0.461,0.1674,0.1859,0.236,0.662,-21.548,26387569,75,1,0,Polimá Westcoast,M,Daddy Yankee,M,1,7,1,0
0.101,0.194,1.523,0.0027,0.0442,0.2799,0.002,-79.062,16361882,81,1,0,Luis Fonsi,F,Daddy Yankee,M,0,8,0,1
0.052,0.125,0.05,0.1534,0.2519,0.2901,0.172,-76.436,23145213,89,1,0,Justin Quiles,F,Daddy Yankee,M,0,9,0,1
0.049,0.063,0.609,0.0093,0.1189,0.115,0.318,-38.885,24789331,78,1,0,Rvssian,C,Daddy Yankee,M,0,10,0,0
0.169,0.034,0.842,0.045,0.0629,0.2972,0.392,-9.191,24416551,82,1,0,El Alfa,M,Daddy Yankee,M,1,11,1,0
0.099,0.025,1.35,0.1524,0.0356,0.168,0.298,8.791,25832319,75,1,0,Guaynaa,C,Daddy Yankee,M,0,12,0,0
0.022,0.04,1.307,0.031,0.1339,0.2831,0.148,-63.289,24878657,75,1,0,Juan Magán,F,Daddy Yankee,M,0,13,0,1
0.176,0.123,0.9,0.1244,0.2419,0.251,0.015,-16.769,26141099,72,1,0,Ak4:20,M,Daddy Yankee,M,1,14,1,0
0.12,0.061,1.815,0.0078,0.013,0.034,0.338,46.058,26457503,58,1,0,Pipe Calderón,F,Daddy Yankee,M,0,15,0,1
0.161,0.169,2.613,0.0714,0.0539,0.248,0.36,-87.872,3828578,90,1,0,Maluma,C,Daddy Yankee,M,0,16,0,0
0.033,0.017,0.54,0.0008,0.04535,0.212,0.094,15.204,19622545,85,1,0,Don Omar,F,Daddy Yankee,M,0,17,0,1
0.045,0.107,0.251,0.1944,0.0065,0.23,0.346,-7.891,26418160,49,1,0,Guelo Star,F,Daddy Yankee,M,0,18,0,1
0.063,0.071,0.417,0.0055,0.0809,0.236,0.026,-60.022,7877545,88,1,0,Sebastian Yatra,M,Daddy Yankee,M,1,19,1,0
0.023,0.028,0.184,0.0017,0.4529,0.228,0.023,-54.316,13908983,91,1,0,Farruko,F,Daddy Yankee,M,0,20,0,1
0.023,0.179,1.441,0.135,0.23982,0.1411,0.097,50.48,3307640,84,1,0,Rels B,F,DEKKO,M,0,1,0,1
0.479,0.364,6.029,0.0677,0.24282,0.0908,0.306,92.48,11626,61,0,0,Marcos Menchaca,F,DEKKO,M,0,2,0,1
0.106,0.099,0.419,0.0589,0.33982,0.065,0.064,87.281,1341150,76,0,0,Nanpa Básico,M,DEKKO,M,1,3,1,0
0.109,0.081,0.092,0.312,0.23182,0.0925,0.012,19.334,15330933,85,1,0,Paulo Londra,C,DEKKO,M,0,4,0,0
0.19,0.079,0.73,0.0693,0.06592,0.0983,0.353,40.627,7433563,83,1,0,Wisin,C,DEKKO,M,0,5,0,0
0.133,0.142,0.339,0.225,0.27182,0.077,0.25,22.645,2199269,72,1,0,Mike Bahía,F,DEKKO,M,0,6,0,1
0.116,0.007,0.733,0.0223,0.38182,0.1276,0.227,33.912,2142691,76,0,0,Sofía Reyes,M,DEKKO,M,1,7,1,0
0.178,0.056,1.698,0.049,0.12882,0.1094,0.098,51.63,64744,71,1,0,Young Cister,M,DEKKO,M,1,8,1,0
0.141,0.185,0.239,0.0696,0.25782,0.047,0.024,68.034,7755071,78,1,0,Piso 21,F,DEKKO,M,0,9,0,1
0.054,0.067,0.377,0.0793,0.09032,0.1109,0.05,-31.936,145331,57,0,0,Mont,F,DEKKO,M,0,10,0,1
0.058,0.139,1.795,0.0746,0.12682,0.0901,0.06,66.987,20381,73,1,0,Fuego,C,DEKKO,M,0,11,0,0
0.038,0.352,4.398,0.033,0.67482,0.078,0.404,-19.845,209058,53,0,0,Carlos Cortez,M,DEKKO,M,1,12,1,0
0.016,0.187,2.121,0.143,0.65982,0.0873,0.011,24.082,47211,55,0,0,LÚA,M,DEKKO,M,1,13,1,0
0.125,0.039,0.282,0.071,0.30082,0.0966,0.187,39.342,164949,61,1,0,Llane,M,DEKKO,M,1,14,1,0
0.14,0.214,1.389,0.0755,0.49282,0.046,0.176,33.153,1372604,85,0,0,Tiago PZK,C,DEKKO,M,0,15,0,0
0.048,0.376,8.202,0.031,0.71782,0.0954,0.159,-41.563,126128,61,0,0,Gonzalo Genek,F,DEKKO,M,0,16,0,1
0.387,0.27,2.186,0.107,0.61782,0.054,0.391,25.72,106703,78,1,0,Beéle,C,DEKKO,M,0,17,0,0
0.296,0.417,6.178,0.175,0.93882,0.015,0.151,74.73,9101619,82,1,0,Manuel Turizo,C,DEKKO,M,0,18,0,0
0.305,0.028,2.803,0.361,0.37482,0.003,0.386,102.987,941942,73,1,0,Micro TDH,F,DEKKO,M,0,19,0,1
0.111,0.106,3.077,0.004,0.06162,0.1021,0.307,-16.7,235686,82,0,0,Ryan Castro,F,DEKKO,M,0,20,0,1
0.194,0.2371,6.434,0.0061,0.074,0.0378,0.215,-159.707,284519,70,1,0,Ray Charles,M,Ella Fitzgerald,F,0,1,1,0
0.015,0.0051,6.142,0.0004,0.022,0.02,0.093,-172.16,344225,70,1,0,Nat King Cole,F,Ella Fitzgerald,F,1,2,0,1
0.168,0.2911,5.71,0.0003,0.219,0.115,0.39,-194.134,3332822,79,1,0,Frank Sinatra,M,Ella Fitzgerald,F,0,3,1,0
0.145,0.3141,9.757,0.0067,0.1,0.049,0.612,-205.027,977121,60,0,0,Joni Mitchell,M,Ella Fitzgerald,F,0,4,1,0
0.19,0.1661,4.458,0.0004,0.086,0.037,0.02,-82.229,1548884,65,1,0,Melody Gardot,C,Ella Fitzgerald,F,0,5,0,0
0.013,0.0396,2.019,0.002,0.025,0.034,0.161,-161.04,558455,68,1,0,Billie Holiday,C,Ella Fitzgerald,F,0,6,0,0
0.061,0.0006,4.908,0.0041,0.008,0.024,0.02,-115.414,1747372,52,1,0,She & Him,M,Ella Fitzgerald,F,0,7,1,0
0.235,0.2761,6.207,0.0051,0.329,0.039,0.127,-137.067,284519,70,1,0,Ray Charles,M,Ella Fitzgerald,F,0,8,1,0
0.042,0.2881,10.026,0.0131,0.151,0.028,0.067,-154.267,2102333,48,0,0,Monica Zetterlund,F,Ella Fitzgerald,F,1,9,0,1
0.222,0.0426,1.143,0.005,0.016,0.029,0.039,-183.094,344225,70,1,0,Nat King Cole,F,Ella Fitzgerald,F,1,10,0,1
0.017,0.0139,4.451,0.0056,0.033,0.014,0.056,-176.987,1314354,67,1,0,Chet Baker,C,Ella Fitzgerald,F,0,11,0,0
0.053,0.0175,6.707,0.0099,0.038,0.032,0.006,-32.427,1607490,66,0,0,Bill Evans,F,Ella Fitzgerald,F,1,12,0,1
0.08,0.1231,5.764,0.0029,0.132,0.0751,0.151,-191.961,284519,70,1,0,Ray Charles,M,Ella Fitzgerald,F,0,13,1,0
0.204,0.3621,9.667,0.0886,0.413,0.009,0.459,-42.054,329637,73,1,0,Louis Armstrong,C,Ella Fitzgerald,F,0,14,0,0
0.226,0.1741,4.348,0.0246,0.015,0.241,0.489,-103.423,2039816,51,1,0,Sidney Bechet,M,Ella Fitzgerald,F,0,15,1,0
0.076,0.1351,5.105,0.0044,0.035,0.006,0.024,-164.654,344225,70,1,0,Nat King Cole,C,Ella Fitzgerald,F,0,16,0,0
0.091,0.1931,5.481,0.005,0.022,0.033,0.123,-145.934,1548884,65,1,0,Melody Gardot,M,Ella Fitzgerald,F,0,17,1,0
0.052,0.3861,12.139,0.0107,0.266,0.014,0.457,-199.974,824604,70,1,0,Etta James,M,Ella Fitzgerald,F,0,18,1,0
0.245,0.2321,3.023,0.0065,0.162,0.028,0.398,-185.827,1607981,65,0,0,Bonnie Raitt,F,Ella Fitzgerald,F,1,19,0,1
0.167,0.0921,5.09,0.0037,0.087,0.037,0.015,-11.227,977121,60,0,0,Joni Mitchell,C,Ella Fitzgerald,F,0,20,0,0
0.181,0.3356,16.971,0.0128,0.06,0.0281,0.113,-8.493,370402,51,1,0,Wayne Shorter,F,Bill Evans,C,0,1,0,1
0.123,0.1156,12.747,0.0093,0.032,0.0201,0.032,83.12,293136,67,1,0,Chet Baker,C,Bill Evans,C,1,2,0,0
0.216,0.4046,12.217,0.0085,0.543,0.023,0.263,97.4,469157,47,1,0,Max Roach,C,Bill Evans,C,1,3,0,0
0.008,0.1146,12.495,0.0088,0.081,0.0085,0.095,-39.64,1731906,65,1,0,Miles Davis,F,Bill Evans,C,0,4,0,1
0.151,0.1156,4.876,0.0056,0.048,0.014,0.012,-157.078,458548,51,1,0,Erroll Garner,M,Bill Evans,C,0,5,1,0
0.065,0.3266,12.757,0.0055,0.432,0.0161,0.362,676.4,5920,56,1,0,Thelonious Monk,M,Bill Evans,C,0,6,1,0
0.251,0.7576,13.939,0.0017,0.599,0.007,0.569,211.093,23083,60,1,0,Herbie Hancock,F,Bill Evans,C,0,7,0,1
0.046,0.0583,3.662,0.0059,0.011,0.024,0.031,-141.133,427325,48,1,0,Ahmad Jamal,M,Bill Evans,C,0,8,1,0
0.05,0.2366,9.658,0.0132,0.146,0.0148,0.183,-134.907,418862,56,1,0,Paul Desmond,C,Bill Evans,C,1,9,0,0
0.007,0.4166,12.477,0.0138,0.288,0.075,0.34,-132.093,247470,54,1,0,Chick Corea,C,Bill Evans,C,1,10,0,0
0.355,0.1696,11.538,0.0065,0.052,0.009,0.683,-155.48,204267,57,1,0,Django Reinhardt,F,Bill Evans,C,0,11,0,1
0.205,0.0284,8.241,0.012,0.038,0.001,0.0855,-84.2,234097,62,1,0,Duke Ellington,F,Bill Evans,C,0,12,0,1
0.138,0.3246,14.388,0.0084,0.074,0.118,0.196,-176.293,204378,67,1,0,Stan Getz,F,Bill Evans,C,0,13,0,1
0.005,0.3346,14.539,0.0188,0.429,0.0508,0.201,25.707,332954,55,1,0,Wes Montgomery,C,Bill Evans,C,1,14,0,0
0.11,0.3706,13.405,0.0093,0.142,0.005,0.32,79.44,323688,59,1,0,The Dave Brubeck Quartet,M,Bill Evans,C,0,15,1,0
0.07,0.4806,13.275,0.0169,0.457,0.156,0.419,-165.667,463865,49,1,0,Ramsey Lewis,C,Bill Evans,C,1,16,0,0
0.037,0.0081,2.587,0.0079,0.0,0.026,0.0918,63.693,0,66,1,1,Bill Evans,C,Bill Evans,C,1,17,0,0
0.145,0.0146,5.749,0.0062,0.021,0.019,0.029,-125.773,293136,67,1,0,Chet Baker,F,Bill Evans,C,0,18,0,1
0.105,0.2926,6.682,0.0117,0.183,0.011,0.311,-155.133,384307,61,1,0,Oscar Peterson Trio,F,Bill Evans,C,0,19,0,1
0.053,0.1686,9.508,0.0063,0.041,0.014,0.289,-184.213,204378,67,1,0,Stan Getz,F,Bill Evans,C,0,20,0,1
0.049,0.1766,7.725,0.0023,0.069,0.002,0.178,-23.373,0,68,1,1,Billie Holiday,F,Billie Holiday,F,1,1,0,1
0.118,0.3906,10.245,0.0197,0.232,0.029,0.494,-67.16,323807,72,1,0,Otis Redding,M,Billie Holiday,F,0,2,1,0
0.018,0.0936,7.529,0.0019,0.02,0.007,0.163,-26.533,1466096,52,1,0,Patti Page,F,Billie Holiday,F,1,3,0,1
0.078,0.1436,1.688,0.0176,0.007,0.005,0.178,-49.086,1234755,66,0,0,Nancy Sinatra,M,Billie Holiday,F,0,4,1,0
0.132,0.0361,1.192,0.0001,0.086,0.264,0.074,59.267,755899,67,1,0,Chet Baker,F,Billie Holiday,F,1,5,0,1
0.195,0.3376,9.204,0.0337,0.189,0.002,0.028,14.0,1377844,60,1,0,Solomon Burke,M,Billie Holiday,F,0,6,1,0
0.215,0.2286,6.086,0.0029,0.184,0.004,0.297,-76.026,903269,63,1,0,Patsy Cline,F,Billie Holiday,F,1,7,0,1
0.081,0.3176,11.848,0.0068,0.442,0.218,0.14,-31.84,266149,70,1,0,Etta James,C,Billie Holiday,F,0,8,0,0
0.138,0.1736,10.896,0.0071,0.189,0.025,0.151,-52.253,1329762,59,1,0,Brenda Lee,F,Billie Holiday,F,1,9,0,1
0.123,0.001,4.84,0.0092,0.004,0.011,0.04,112.667,1049035,66,1,0,Bill Evans,M,Billie Holiday,F,0,10,1,0
0.414,0.3366,9.253,0.0049,0.305,0.035,0.347,-47.777,323807,72,1,0,Otis Redding,C,Billie Holiday,F,0,11,0,0
0.096,0.1566,5.717,0.0567,0.295,0.0368,0.54,-58.066,214230,70,1,0,Nat King Cole,F,Billie Holiday,F,1,12,0,1
0.075,0.4496,12.066,0.0043,0.489,0.052,0.157,10.094,1234755,66,0,0,Nancy Sinatra,M,Billie Holiday,F,0,13,1,0
0.024,0.001,1.863,0.0084,0.002,0.009,0.1405,33.4,814938,62,1,0,Duke Ellington,F,Billie Holiday,F,1,14,0,1
0.062,0.0926,3.907,0.0016,0.004,0.027,0.008,-29.56,1369013,62,1,0,The Ink Spots,F,Billie Holiday,F,1,15,0,1
0.204,0.0204,0.794,0.0007,0.015,0.0311,0.042,-44.333,1504877,51,1,0,The Mills Brothers,M,Billie Holiday,F,0,16,1,0
0.025,0.1246,8.502,0.005,0.016,0.0183,0.061,-11.093,1041626,60,1,0,Sarah Vaughan,F,Billie Holiday,F,1,17,0,1
0.158,0.1936,6.789,0.005,0.121,0.693,0.069,74.534,1385471,54,1,0,Judy Garland,F,Billie Holiday,F,1,18,0,1
0.044,0.004,1.165,0.0009,0.258,0.04,0.049,49.133,810501,66,1,0,Roberta Flack,C,Billie Holiday,F,0,19,0,0
0.276,0.2406,2.742,0.0021,0.561,0.0394,0.597,-49.333,1069666,69,0,0,Antônio Carlos Jobim,C,Billie Holiday,F,0,20,0,0
0.147,0.181,4.368,0.0086,0.063,0.154,0.263,-32.654,401684,56,1,0,Sammy Davis Jr.,M,Chet Baker,C,0,1,1,0
0.0,0.1221,1.99,0.008,0.074,0.025,0.17,-90.36,755899,68,1,0,Billie Holiday,M,Chet Baker,C,0,2,1,0
0.009,0.1724,7.72,0.0047,0.152,0.0309,0.055,-75.12,676852,52,1,0,Etta Jones,C,Chet Baker,C,1,3,0,0
0.034,0.1436,6.009,0.0213,0.147,0.02,0.031,-55.405,1599939,72,1,0,Nina Simone,C,Chet Baker,C,1,4,0,0
0.25,0.09,1.816,0.0023,0.135,0.002,0.366,-145.054,1314354,71,1,0,Ella Fitzgerald,M,Chet Baker,C,0,5,1,0
0.125,0.068,2.547,0.0045,0.112,0.0371,0.09,-81.814,474492,62,1,0,Doris Day,F,Chet Baker,C,0,6,0,1
0.116,0.072,8.279,0.0112,0.126,0.568,0.025,-7.867,616969,59,1,0,Bill Evans Trio,F,Chet Baker,C,0,7,0,1
0.007,0.207,2.117,0.016,0.448,0.082,0.311,-109.627,1643991,73,1,0,Louis Armstrong,M,Chet Baker,C,0,8,1,0
0.037,0.018,2.599,0.0082,0.025,0.142,0.35,-126.413,827131,34,1,0,King Pleasure,F,Chet Baker,C,0,9,0,1
0.242,0.068,2.515,0.0083,0.031,0.051,0.023,-32.654,234530,65,1,0,Melody Gardot,C,Chet Baker,C,1,10,0,0
0.044,0.1643,7.444,0.001,0.175,0.051,0.13,-101.454,718987,58,1,0,Blossom Dearie,F,Chet Baker,C,0,11,0,1
0.243,0.065,1.122,0.0153,0.152,0.023,0.024,-17.722,687245,47,0,0,Sun Ra,C,Chet Baker,C,1,12,0,0
0.024,0.1041,1.623,0.0055,0.159,0.013,0.101,-17.254,811440,48,1,0,Jacky Terrasson,F,Chet Baker,C,0,13,0,1
0.062,0.1504,3.441,0.0002,0.172,0.012,0.003,151.306,1314354,71,1,0,Ella Fitzgerald,F,Chet Baker,C,0,14,0,1
0.076,0.095,0.048,0.0168,0.149,0.015,0.124,-80.854,755899,68,1,0,Billie Holiday,C,Chet Baker,C,1,15,0,0
0.004,0.1301,1.34,0.0043,0.131,0.068,0.0934,-108.014,468457,63,1,0,Julie London,F,Chet Baker,C,0,16,0,1
0.076,0.1448,7.248,0.0048,0.185,0.0381,0.019,-98.24,700904,49,1,0,Nat King Cole Trio,F,Chet Baker,C,0,17,0,1
0.049,0.04,2.642,0.0012,0.186,0.033,0.075,-94.414,810890,46,1,0,Hoagy Carmichael,M,Chet Baker,C,0,18,1,0
0.122,0.066,1.009,0.0047,0.181,0.018,0.0833,-203.8,657804,57,1,0,Brad Mehldau,C,Chet Baker,C,1,19,0,0
0.148,0.055,3.979,0.0134,0.052,0.061,0.483,-185.054,655097,59,1,0,Nancy Wilson,F,Chet Baker,C,0,20,0,1
0.045,0.486,12.286,0.0171,0.141,0.581,0.458,125.32,616969,67,1,0,Chet Baker,F,Bill Evans Trio,C,0,1,0,1
0.048,0.0266,6.724,0.0079,0.021,0.574,0.021,72.347,71144,58,1,0,Keith Jarrett,F,Bill Evans Trio,C,0,2,0,1
0.026,0.008,3.386,0.014,0.049,0.565,0.046,195.867,173286,51,1,0,Keith Jarrett Trio,C,Bill Evans Trio,C,1,3,0,0
0.193,0.279,11.513,0.0033,0.084,0.587,0.329,106.32,145,59,1,0,The Dave Brubeck Quartet,F,Bill Evans Trio,C,0,4,0,1
0.023,0.066,9.93,0.0004,0.007,0.536,0.078,22.413,557930,62,1,0,Duke Ellington,C,Bill Evans Trio,C,1,5,0,0
0.198,0.018,8.466,0.0483,0.051,0.577,0.304,-106.387,94447,53,1,0,Lester Young,M,Bill Evans Trio,C,0,6,1,0
0.061,0.084,3.687,0.0125,0.017,0.596,0.171,80.387,173901,43,1,0,Gary Burton,F,Bill Evans Trio,C,0,7,0,1
0.055,0.0922,6.039,0.014,0.059,0.579,0.219,-22.987,177332,47,1,0,Art Farmer,C,Bill Evans Trio,C,1,8,0,0
0.185,0.359,15.745,0.0012,0.098,0.526,0.341,266.293,170690,49,1,0,Sonny Clark,M,Bill Evans Trio,C,0,9,1,0
0.162,0.032,0.512,0.0192,0.017,0.556,0.2,-145.813,115331,49,1,0,Joe Pass,M,Bill Evans Trio,C,0,10,1,0
0.043,0.1038,0.233,0.0057,0.038,0.6155,0.003,57.347,323833,66,1,0,Bill Evans,F,Bill Evans Trio,C,0,11,0,1
0.033,0.145,7.766,0.0006,0.088,0.6068,0.192,-108.027,95029,56,1,0,Paul Desmond,M,Bill Evans Trio,C,0,12,1,0
0.1,0.018,1.847,0.0085,0.01,0.6069,0.027,48.387,193301,47,1,0,Marcin Wasilewski Trio,F,Bill Evans Trio,C,0,13,0,1
0.073,0.1106,4.938,0.0083,0.006,0.56,0.094,-151.28,616969,67,1,0,Chet Baker,M,Bill Evans Trio,C,0,14,1,0
0.091,0.004,4.306,0.0023,0.053,0.582,0.068,-102.12,160181,43,1,0,Kurt Rosenwinkel,M,Bill Evans Trio,C,0,15,1,0
0.118,0.022,2.073,0.0035,0.033,0.575,0.041,-207.809,210657,38,0,0,Martial Solal,F,Bill Evans Trio,C,0,16,0,1
0.229,0.238,13.97,0.0194,0.03,0.596,0.067,-140.293,329753,56,1,0,Thelonious Monk,M,Bill Evans Trio,C,0,17,1,0
0.122,0.0632,6.349,0.0006,0.02,0.591,0.0765,-57.32,557930,62,1,0,Duke Ellington,F,Bill Evans Trio,C,0,18,0,1
0.121,0.044,1.03,0.0027,0.007,0.588,0.089,863.08,157909,53,1,0,Jim Hall,F,Bill Evans Trio,C,0,19,0,1
0.055,0.0373,11.355,0.0093,0.05,0.6025,0.02,116.92,46569,51,1,0,Wayne Shorter,M,Bill Evans Trio,C,0,20,1,0
0.273,0.115,3.815,0.0675,0.90351,0.0327,0.243,-99.632,132265,51,0,0,Modeselektor,F,SUUNS,M,0,1,0,1
0.084,0.383,5.436,0.0305,0.7,0.5779,0.675,-158.287,7082,45,0,0,Deerhoof,M,SUUNS,M,1,2,1,0
0.061,0.244,4.156,0.015,0.90503,0.0799,0.45,-53.524,24073,45,1,0,Arab Strap,F,SUUNS,M,0,3,0,1
0.155,0.234,0.235,0.0122,0.8868,0.0274,0.0441,-85.973,23226,46,0,0,Andy Stott,M,SUUNS,M,1,4,1,0
0.23,0.002,0.608,0.0018,0.193,0.0559,0.021,-25.455,21307,39,1,0,Beak>,F,SUUNS,M,0,5,0,1
0.001,0.422,5.777,0.0061,0.90455,0.1519,0.223,-78.117,423556,69,0,0,Future Islands,M,SUUNS,M,1,6,1,0
0.008,0.356,2.703,0.0009,0.727,0.0399,0.03,-55.963,43415,49,1,0,Rival Consoles,M,SUUNS,M,1,7,1,0
0.012,0.46,8.232,0.0053,0.90787,0.0319,0.541,-37.053,42052,39,1,0,Clinic,F,SUUNS,M,0,8,0,1
0.107,0.454,5.615,0.0105,0.8742,0.0191,0.614,-166.026,6227,47,1,0,Squid,F,SUUNS,M,0,9,0,1
0.01,0.473,0.187,0.0785,0.90322,0.1829,0.078,-128.612,38188,41,0,0,The Bug,M,SUUNS,M,1,10,1,0
0.041,0.497,6.239,0.0015,0.678,0.0899,0.838,-157.389,154790,51,1,0,Django Django,C,SUUNS,M,0,11,0,0
0.177,0.244,2.59,0.024,0.669,0.02,0.014,-135.362,68640,39,0,0,Leonie Pernet,C,SUUNS,M,0,12,0,0
0.163,0.318,3.869,0.0258,0.8958,0.036,0.835,-50.567,257498,57,1,0,Perfume Genius,F,SUUNS,M,0,13,0,1
0.079,0.209,3.279,0.005,0.8286,0.0479,0.0923,-83.493,0,41,1,1,SUUNS,F,SUUNS,M,0,14,0,1
0.02,0.254,2.423,0.0121,0.8874,0.0128,0.357,34.58,21307,39,1,0,Beak>,F,SUUNS,M,0,15,0,1
0.174,0.15,2.796,0.0055,0.90543,0.0489,0.0827,-63.48,77848,60,0,0,HEALTH,F,SUUNS,M,0,16,0,1
0.106,0.411,3.797,0.008,0.713,0.035,0.631,-162.716,423556,69,0,0,Future Islands,C,SUUNS,M,0,17,0,0
0.078,0.138,1.363,0.0358,0.292,0.0343,0.109,-178.394,77075,33,0,0,Lonely Guest,M,SUUNS,M,1,18,1,0
0.033,0.485,5.735,0.0274,0.90697,0.0291,0.39,-36.836,8520,44,1,0,Fat White Family,M,SUUNS,M,1,19,1,0
0.126,0.269,2.672,0.0352,0.711,0.2449,0.347,-98.466,19012,43,1,0,Goat Girl,M,SUUNS,M,1,20,1,0
0.086,0.2012,0.602,0.0036,0.055,0.0212,0.233,69.0,26900,35,1,0,Duke Jordan,C,Art Farmer,C,1,1,0,0
0.173,0.3742,6.267,0.0041,0.543,0.33,0.273,122.627,215585,53,1,0,Miles Davis Quintet,C,Art Farmer,C,1,2,0,0
0.007,0.6792,6.419,0.0115,0.235,0.025,0.294,241.2,70399,47,1,0,Art Blakey,M,Art Farmer,C,0,3,1,0
0.029,0.4042,7.434,0.0057,0.543,0.041,0.357,5.267,16814,41,1,0,Clark Terry,C,Art Farmer,C,1,4,0,0
0.161,0.2622,1.004,0.018,0.229,0.0609,0.176,9.407,134690,49,1,0,Art Blakey & The Jazz Messengers,C,Art Farmer,C,1,5,0,0
0.121,0.3202,6.804,0.0047,0.469,0.022,0.262,17.507,3066,49,1,0,Sonny Stitt,M,Art Farmer,C,0,6,1,0
0.021,0.1002,3.891,0.01,0.084,0.0378,0.298,56.214,29324,43,1,0,Gerry Mulligan Sextet,F,Art Farmer,C,0,7,0,1
0.17,0.2952,3.189,0.0139,0.312,0.006,0.238,171.094,970,42,1,0,Jackie McLean,M,Art Farmer,C,0,8,1,0
0.169,0.2222,1.029,0.0084,0.022,0.005,0.2872,33.734,116858,61,1,0,Oscar Peterson Trio,M,Art Farmer,C,0,9,1,0
0.114,0.0331,3.106,0.0104,0.009,0.008,0.161,-83.933,21962,48,1,0,Kenny Dorham,M,Art Farmer,C,0,10,1,0
0.106,0.1112,3.716,0.0087,0.024,0.02,0.085,22.654,501165,66,1,0,Bill Evans,M,Art Farmer,C,0,11,1,0
0.038,0.0952,4.35,0.0063,0.031,0.128,0.153,-18.373,133644,52,1,0,John Coltrane Quartet,C,Art Farmer,C,1,12,0,0
0.033,0.3352,6.608,0.0202,0.43,0.0638,0.009,75.574,168211,55,1,0,Wes Montgomery,C,Art Farmer,C,1,13,0,0
0.029,0.009,8.094,0.0044,0.002,0.004,0.3205,99.8,17273,36,1,0,Barry Harris,F,Art Farmer,C,0,14,0,1
0.024,0.3992,3.75,0.0079,0.133,0.011,0.298,183.307,507085,56,1,0,Thelonious Monk,C,Art Farmer,C,1,15,0,0
0.195,0.1392,2.253,0.004,0.0,0.007,0.294,-27.133,94598,49,1,0,Art Tatum,C,Art Farmer,C,1,16,0,0
0.054,0.4842,7.649,0.0062,0.9209,0.007,0.018,210.974,13823,41,1,0,Kenny Garrett,F,Art Farmer,C,0,17,0,1
0.114,0.2762,3.164,0.0163,0.2,0.034,0.213,-7.626,10645,50,1,0,Lee Konitz,M,Art Farmer,C,0,18,1,0
0.16,0.3852,7.885,0.0051,0.32,0.023,0.151,271.667,258722,55,1,0,Sonny Rollins,C,Art Farmer,C,1,19,0,0
0.019,0.1322,0.319,0.0078,0.042,0.012,0.185,-103.333,42617,51,1,0,Erroll Garner,F,Art Farmer,C,0,20,0,1
0.013,0.275,0.645,0.0163,0.2597,0.0286,0.004,59.611,164376,38,0,0,Austin Weber,M,Avishai Cohen,C,0,1,1,0
0.063,0.187,1.094,0.0349,0.146,0.0496,0.587,42.077,139894,38,0,0,Matt Watson,F,Avishai Cohen,C,0,2,0,1
0.215,0.043,1.295,0.027,0.117,0.4156,0.207,-7.246,155157,32,0,0,Left at London,C,Avishai Cohen,C,1,3,0,0
0.209,0.032,2.969,0.0221,0.269367,0.1196,0.265,36.996,16036,49,0,0,SIAMES,C,Avishai Cohen,C,1,4,0,0
0.448,0.321,0.363,0.0205,0.162,0.0276,0.701,79.244,163966,38,0,0,Jack Conte,C,Avishai Cohen,C,1,5,0,0
0.429,0.095,3.657,0.0134,0.007,0.1256,0.66,174.224,105826,49,0,0,Will Wood and the Tapeworms,F,Avishai Cohen,C,0,6,0,1
0.116,0.61,8.522,0.0185,0.704,0.2716,0.554,-34.574,22253,49,0,0,Louie Zong,M,Avishai Cohen,C,0,7,1,0
0.25,0.064,1.211,0.0431,0.2389,0.2826,0.637,96.426,170182,33,0,0,The Family Crest,M,Avishai Cohen,C,0,8,1,0
0.12,0.192,1.815,0.0034,0.2418,0.0946,0.154,105.664,87089,45,1,0,of Montreal,C,Avishai Cohen,C,1,9,0,0
0.12,0.23,6.108,0.02,0.101,0.0226,0.23,59.541,192146,29,0,0,The Evil Exes,C,Avishai Cohen,C,1,10,0,0
0.486,0.05,2.602,0.0152,0.269989,0.1576,0.703,190.516,73956,44,0,0,Ken Ashcorp,C,Avishai Cohen,C,1,11,0,0
0.224,0.038,3.119,0.0229,0.2193,0.6846,0.636,203.078,112949,42,0,0,I Monster,M,Avishai Cohen,C,0,12,1,0
0.081,0.037,0.578,0.0172,0.126,0.0656,0.053,14.754,23769,44,0,0,Pogo,M,Avishai Cohen,C,0,13,1,0
0.064,0.027,2.364,0.0606,0.168,0.6136,0.282,121.451,150535,40,0,0,That Handsome Devil,F,Avishai Cohen,C,0,14,0,1
0.085,0.04,4.845,0.0087,0.2205,0.0051,0.014,23.365,703079,55,0,0,Caravan Palace,M,Avishai Cohen,C,0,15,1,0
0.165,0.126,3.565,0.0014,0.1752,0.0396,0.176,104.824,113415,49,0,0,Oingo Boingo,F,Avishai Cohen,C,0,16,0,1
