danceability_delta,energy_delta,loudness_delta,speechiness_delta,acoutsicness_delta,liveness_delta,valence_delta,duration_delta,followers_delta,popularity,similar_genres,same_artist,artist,artist_gender,seed_artist,seed_artist_gender,same_gender,rec_rank,artist_male,artist_female
0.095,0.071,2.895,0.0807,0.1786,0.003,0.169,-27.253,4382399,57,1,0,BamBam,F,IVE,F,1,20,0,1
0.05,0.052,0.044,0.3622,0.058,0.4673,0.358,-4.345,6990236,50,1,0,Red Velvet - IRENE & SEULGI,F,BIGBANG,M,0,1,0,1
0.162,0.111,0.233,0.3821,0.1342,0.6383,0.205,13.078,6466807,58,1,0,Jessi,F,BIGBANG,M,0,2,0,1
0.18,0.04,1.911,0.3346,0.1105,0.0393,0.317,-3.945,6911929,50,1,0,WONHO,C,BIGBANG,M,0,3,0,0
0.074,0.267,1.783,0.3846,0.225,0.0074,0.28,54.819,5935789,55,1,0,The Rose,F,BIGBANG,M,0,4,0,1
0.062,0.133,4.334,0.26,0.1108,0.0207,0.231,34.646,40121662,87,1,0,BTS,M,BIGBANG,M,1,5,1,0
0.119,0.461,5.33,0.386,0.341,0.0196,0.56,31.501,825218,65,0,0,V,M,BIGBANG,M,1,6,1,0
0.06,0.311,6.055,0.301,0.1031,0.0013,0.503,32.43,1624585,72,1,0,TOMORROW X TOGETHER,C,BIGBANG,M,0,7,0,0
0.078,0.068,0.622,0.208,0.076,0.3843,0.028,-4.025,7477929,44,1,0,KIHYUN,F,BIGBANG,M,0,8,0,1
0.029,0.039,0.498,0.3678,0.1183,0.1033,0.242,14.655,5080095,58,1,0,SUNMI,C,BIGBANG,M,0,9,0,0
0.06,0.122,0.437,0.3183,0.018,0.3443,0.084,16.269,4436702,55,1,0,MOMOLAND,F,BIGBANG,M,0,10,0,1
0.274,0.07,0.554,0.3284,0.1418,0.0495,0.154,-24.505,7470955,51,1,0,HyunA&DAWN,F,BIGBANG,M,0,11,0,1
0.108,0.029,1.005,0.3562,0.14624,0.4513,0.227,-14.836,0,76,1,1,Stray Kids,C,BIGBANG,M,0,12,0,0
0.157,0.13,1.153,0.3671,0.304,0.2913,0.058,1.844,4205529,72,1,0,ENHYPEN,F,BIGBANG,M,0,13,0,1
0.032,0.132,4.254,0.144,0.091,0.0038,0.2,26.635,5902536,64,1,0,Jay Park,C,BIGBANG,M,0,14,0,0
0.271,0.038,1.835,0.3623,0.179,0.0893,0.198,-43.545,3665696,69,0,0,ITZY,F,BIGBANG,M,0,15,0,1
0.191,0.089,0.117,0.189,0.1173,0.6153,0.004,20.082,3302069,62,1,0,Monsta X,C,BIGBANG,M,0,16,0,0
0.007,0.086,1.593,0.3753,0.1498,0.2883,0.375,-5.88,7495904,36,0,0,LØREN,C,BIGBANG,M,0,17,0,0
0.116,0.087,2.66,0.296,0.1387,0.016,0.042,29.191,5286171,57,1,0,TAEMIN,M,BIGBANG,M,1,18,1,0
0.121,0.059,2.717,0.3683,0.14856,0.2673,0.063,4.827,40121662,87,1,0,BTS,M,BIGBANG,M,1,19,1,0
0.258,0.063,0.544,0.3595,0.1403,0.005,0.213,8.962,7477929,44,1,0,KIHYUN,F,BIGBANG,M,0,20,0,1
0.283,0.191,2.016,0.1873,0.3272,0.254,0.035,-4.173,6047037,72,1,0,STAYC,F,NCT DREAM,M,0,1,0,1
0.2,0.421,3.397,0.1759,0.4132,0.169,0.114,21.088,6035972,58,1,0,WENDY,M,NCT DREAM,M,1,2,1,0
0.335,0.053,1.808,0.1805,0.0042,0.03,0.2,16.68,6649416,50,0,0,YUKIKA,F,NCT DREAM,M,0,3,0,1
0.212,0.061,0.505,0.1598,0.0069,0.135,0.339,-0.893,1528450,73,1,0,NCT 127,M,NCT DREAM,M,1,4,1,0
0.247,0.018,1.07,0.1341,0.0318,0.003,0.266,-17.746,2059580,76,1,0,NCT DREAM,F,NCT DREAM,M,0,5,0,1
0.304,0.302,4.699,0.1758,0.4212,0.2878,0.129,10.463,5215076,75,1,0,TREASURE,F,NCT DREAM,M,0,6,0,1
0.187,0.124,1.241,0.1594,0.0263,0.2619,0.024,-5.28,4363420,74,1,0,TAEYEON,M,NCT DREAM,M,1,7,1,0
0.217,0.148,1.052,0.104,0.1312,0.077,0.192,-8.933,5338362,63,1,0,OH MY GIRL,M,NCT DREAM,M,1,8,1,0
0.155,0.377,4.132,0.1788,0.0912,0.239,0.071,-3.026,6047037,72,1,0,STAYC,C,NCT DREAM,M,0,9,0,0
0.27,0.118,1.04,0.153,0.1882,0.2821,0.165,-45.4,840768,83,1,0,Stray Kids,M,NCT DREAM,M,1,10,1,0
0.147,0.086,0.736,0.1271,0.0245,0.2744,0.168,19.267,0,78,1,1,Red Velvet,F,NCT DREAM,M,0,11,0,1
0.305,0.265,2.87,0.04,0.6502,0.204,0.158,0.267,6516530,53,1,0,AleXa,M,NCT DREAM,M,1,12,1,0
0.08,0.325,4.492,0.029,0.1312,0.2808,0.035,-6.525,5061768,71,1,0,Jay Park,F,NCT DREAM,M,0,13,0,1
0.435,0.667,3.316,0.1789,0.7392,0.213,0.152,-82.146,14728,75,1,0,IU,C,NCT DREAM,M,0,14,0,0
0.145,0.034,0.938,0.112,0.1252,0.2964,0.193,2.012,6047037,72,1,0,STAYC,C,NCT DREAM,M,0,15,0,0
0.222,0.16,0.152,0.1187,0.0484,0.217,0.271,-3.2,2059580,76,1,0,NCT DREAM,F,NCT DREAM,M,0,16,0,1
0.315,0.061,1.004,0.086,0.0592,0.114,0.248,27.891,4950018,74,1,0,aespa,M,NCT DREAM,M,1,17,1,0
0.096,0.34,2.034,0.18,0.1262,0.232,0.069,15.64,5750451,61,1,0,AILEE,F,NCT DREAM,M,0,18,0,1
0.324,0.073,0.88,0.001,0.05699,0.007,0.111,-18.791,2824928,76,1,0,ITZY,C,NCT DREAM,M,0,19,0,0
0.321,0.197,3.034,0.1257,0.1822,0.058,0.07,-25.44,3396647,76,1,0,(G)I-DLE,F,NCT DREAM,M,0,20,0,1
0.048,0.014,2.866,0.0163,0.058,0.0191,0.2178,1372.947,3520026,55,1,0,Aaron Copland,M,Stray Kids,M,1,1,1,0
0.052,0.02,3.159,0.0002,0.068,0.0248,0.011,18.52,0,85,1,1,Johann Sebastian Bach,C,Stray Kids,M,0,2,0,0
0.1624,0.0961,10.942,0.0106,0.003,0.0058,0.2688,781.596,3518542,57,1,0,Ralph Vaughan Williams,C,Stray Kids,M,0,3,0,0
0.033,0.008,1.147,0.0239,0.05,0.1358,0.15,87.013,3470024,65,1,0,Johann Pachelbel,F,Stray Kids,M,0,4,0,1
0.119,0.0772,4.385,0.0234,0.091,0.2718,0.2579,29.92,3551064,60,0,0,Nikolaus Harnoncourt,M,Stray Kids,M,1,5,1,0
0.142,0.0703,2.629,0.0143,0.025,0.0041,0.2744,573.52,3357979,61,1,0,Gustav Mahler,F,Stray Kids,M,0,6,0,1
0.193,0.345,9.896,0.0012,0.26,0.1988,0.072,-30.323,3420885,61,1,0,Gioachino Rossini,M,Stray Kids,M,1,7,1,0
0.062,0.148,3.189,0.0263,0.158,0.0328,0.343,6.741,3558442,58,1,0,Carl Orff,C,Stray Kids,M,0,8,0,0
0.083,0.38,6.04,0.0185,0.07,0.0648,0.161,16.4,1593893,78,1,0,Antonio Vivaldi,M,Stray Kids,M,1,9,1,0
0.073,0.10373,15.908,0.0165,0.095,0.0968,0.156,163.947,767817,80,1,0,Ludwig van Beethoven,F,Stray Kids,M,0,10,0,1
0.133,0.0112,1.493,0.0165,0.052,0.0358,0.2637,330.387,3461174,63,1,0,Edward Elgar,M,Stray Kids,M,1,11,1,0
0.141,0.05,5.276,0.0151,0.083,0.0758,0.2677,63.507,3293208,72,1,0,Camille Saint-Saëns,F,Stray Kids,M,0,12,0,1
0.075,0.0487,3.69,0.0138,0.048,0.0688,0.166,60.88,3119499,67,1,0,Antonín Dvořák,M,Stray Kids,M,1,13,1,0
0.158,0.17,8.417,0.0251,0.157,0.0378,0.2606,114.76,3457183,58,1,0,Tomaso Albinoni,F,Stray Kids,M,0,14,0,1
0.005,0.10224,10.553,0.0239,0.091,0.0142,0.2173,121.933,2320563,77,1,0,Claude Debussy,M,Stray Kids,M,1,15,1,0
0.024,0.0094,0.208,0.0197,0.042,0.0178,0.2669,803.52,2471741,76,1,0,Pyotr Ilyich Tchaikovsky,F,Stray Kids,M,0,16,0,1
0.008,0.0716,3.715,0.0267,0.046,0.3368,0.141,-4.347,3558442,58,1,0,Carl Orff,C,Stray Kids,M,0,17,0,0
0.102,0.339,8.275,0.0253,0.066,0.0868,0.442,34.56,1593893,78,1,0,Antonio Vivaldi,M,Stray Kids,M,1,18,1,0
0.057,0.04,1.037,0.0025,0.066,0.0298,0.08,217.347,3562927,52,1,0,Isaac Albéniz,C,Stray Kids,M,0,19,0,0
0.1894,0.10203,11.762,0.0038,0.026,0.0111,0.2753,315.493,3506334,57,1,0,Samuel Barber,F,Stray Kids,M,0,20,0,1
0.231,0.024,0.138,0.0019,0.185,0.23,0.135,-15.893,649,83,0,0,Bella White,C,Red Velvet,F,0,1,0,0
0.129,0.08,1.177,0.0058,0.052,0.001,0.486,20.014,26853,84,0,0,Michael Hurley,F,Red Velvet,F,1,2,0,1
0.146,0.401,3.0,0.0318,0.399,0.148,0.353,-35.546,3229,78,0,0,Margo Cilker,C,Red Velvet,F,0,3,0,0
0.148,0.624,6.633,0.0026,0.8357,0.354,0.529,251.44,227521,94,0,0,Gov't Mule,C,Red Velvet,F,0,4,0,0
0.307,0.481,2.443,0.0056,0.209,0.0072,0.724,-34.333,5084,76,0,0,Riley Downing,M,Red Velvet,F,0,5,1,0
0.112,0.412,5.731,0.0029,0.92428,0.044,0.043,-0.173,232689,100,0,0,Houndmouth,M,Red Velvet,F,0,6,1,0
0.132,0.288,6.472,0.005,0.172,0.526,0.069,1.027,128688,97,1,0,Valerie June,F,Red Velvet,F,1,7,0,1
0.04,0.125,3.882,0.0017,0.037,0.006,0.015,60.852,79823,92,0,0,Pokey LaFarge,C,Red Velvet,F,0,8,0,0
0.031,0.022,0.55,0.0057,0.048,0.017,0.039,50.917,10249,88,0,0,Jake Xerxes Fussell,M,Red Velvet,F,0,9,1,0
0.299,0.486,4.432,0.0058,0.8991,0.0199,0.649,13.214,85807,95,0,0,The Record Company,M,Red Velvet,F,0,10,1,0
0.04,0.04,0.994,0.0128,0.006,0.018,0.246,-5.266,28973,90,0,0,Courtney Marie Andrews,C,Red Velvet,F,0,11,0,0
0.344,0.438,6.703,0.0076,0.897,0.035,0.696,36.374,66250,87,0,0,Eric Gales,M,Red Velvet,F,0,12,1,0
0.332,0.074,0.625,0.0085,0.464,0.132,0.255,67.756,140114,100,0,0,Justin Townes Earle,F,Red Velvet,F,1,13,0,1
0.335,0.1677,1.562,0.0069,0.089,0.047,0.014,215.987,227521,94,0,0,Gov't Mule,M,Red Velvet,F,0,14,1,0
0.159,0.568,5.261,0.0166,0.597,0.0263,0.322,-18.16,102389,99,1,0,Yola,M,Red Velvet,F,0,15,1,0
0.166,0.403,3.839,0.0002,0.319,0.0177,0.246,16.88,78170,98,0,0,Jamestown Revival,M,Red Velvet,F,0,16,1,0
0.167,0.502,6.152,0.0055,0.782,0.0196,0.665,0.854,28909,85,1,0,Robert Finley,F,Red Velvet,F,1,17,0,1
0.282,0.242,1.278,0.0035,0.477,0.05,0.446,-0.506,82523,93,0,0,North Mississippi Allstars,C,Red Velvet,F,0,18,0,0
0.121,0.691,6.583,0.044,0.8438,0.006,0.579,-25.072,101899,89,0,0,"Christone ""Kingfish"" Ingram",F,Red Velvet,F,1,19,0,1
0.157,0.015,0.262,0.002,0.04,0.006,0.066,0.254,128688,97,1,0,Valerie June,M,Red Velvet,F,0,20,1,0
0.02,0.2443,11.462,0.0144,0.017,0.0461,0.0419,167.564,4239045,61,0,0,Fazıl Say,M,Johann Sebastian Bach,C,0,1,1,0
0.148,0.0953,14.375,0.0092,0.013,0.0229,0.0155,130.611,4176006,71,0,0,Lang Lang,C,Johann Sebastian Bach,C,1,2,0,0
0.023,0.1373,9.433,0.003,0.049,0.0401,0.0649,-116.656,4324947,74,0,0,Academy of St. Martin in the Fields,M,Johann Sebastian Bach,C,0,3,1,0
0.257,0.3553,7.631,0.0112,0.353,0.0521,0.783,66.184,4367128,58,0,0,Cologne Chamber Orchestra,C,Johann Sebastian Bach,C,1,4,0,0
0.041,0.1023,11.598,0.0028,0.005,0.1911,0.316,-75.781,4329829,63,1,0,Royal Concertgebouw Orchestra,F,Johann Sebastian Bach,C,0,5,0,1
0.051,0.1403,4.758,0.0016,0.003,0.0214,0.0091,220.335,4319608,62,0,0,Valentina Lisitsa,C,Johann Sebastian Bach,C,1,6,0,0
0.085,0.0158,4.749,0.0044,0.001,0.2821,0.018,275.011,4206232,80,0,0,Berliner Philharmoniker,F,Johann Sebastian Bach,C,0,7,0,1
0.059,0.2693,13.352,0.0025,0.027,0.0351,0.0277,146.544,4125291,81,1,0,London Symphony Orchestra,C,Johann Sebastian Bach,C,1,8,0,0
0.128,0.6213,14.332,0.0039,0.283,0.0216,0.676,-135.403,4265114,76,0,0,Wiener Philharmoniker,M,Johann Sebastian Bach,C,0,9,1,0
0.067,0.0633,4.684,0.0123,0.018,0.0391,0.061,195.197,4239045,61,0,0,Fazıl Say,C,Johann Sebastian Bach,C,1,10,0,0
0.414,0.02,5.94,0.0156,0.007,0.0571,0.0024,29.402,4358488,57,0,0,Olga Scheps,C,Johann Sebastian Bach,C,1,11,0,0
0.104,0.1313,7.771,0.0005,0.002,0.0611,0.637,-171.523,4176006,71,0,0,Lang Lang,F,Johann Sebastian Bach,C,0,12,0,1
0.094,0.1103,10.337,0.0041,0.089,0.0213,0.0398,6.411,4125291,81,1,0,London Symphony Orchestra,F,Johann Sebastian Bach,C,0,13,0,1
0.335,0.1603,9.724,0.0055,0.003,0.021,0.723,-1.523,4356838,57,0,0,Julian Lloyd Webber,M,Johann Sebastian Bach,C,0,14,1,0
0.123,0.0276,11.071,0.0059,0.001,0.0247,0.0544,109.597,4335749,67,0,0,Academy of Ancient Music,F,Johann Sebastian Bach,C,0,15,0,1
0.023,0.0382,3.376,0.0074,0.0,0.0321,0.04,-133.256,4324947,74,0,0,Academy of St. Martin in the Fields,M,Johann Sebastian Bach,C,0,16,1,0
0.04,0.04712,15.429,0.0018,0.007,0.0411,0.088,181.618,4319608,62,0,0,Valentina Lisitsa,F,Johann Sebastian Bach,C,0,17,0,1
0.1449,0.0457,6.143,0.006,0.039,0.0052,0.0641,62.917,4125291,81,1,0,London Symphony Orchestra,C,Johann Sebastian Bach,C,1,18,0,0
0.097,0.0533,5.432,0.0028,0.03,0.024,0.039,67.717,4369022,18,0,0,Marcos Madrigal,M,Johann Sebastian Bach,C,0,19,1,0
0.221,0.04254,0.918,0.0146,0.003,0.0309,0.0396,76.936,4358488,57,0,0,Olga Scheps,C,Johann Sebastian Bach,C,1,20,0,0
0.028,0.041,4.75,0.0097,0.0505,0.009,0.188,-71.085,51312,39,1,0,The Cold Stares,M,Buffalo Nichols,M,1,1,1,0
0.426,0.111,3.986,0.0405,0.465,0.032,0.232,-30.4,350545,44,1,0,Johnny Winter,F,Buffalo Nichols,M,0,2,0,1
0.034,0.111,1.005,0.007,0.462,0.0462,0.545,-5.574,255295,51,1,0,Keb' Mo',F,Buffalo Nichols,M,0,3,0,1
0.21,0.104,0.624,0.0103,0.811,0.134,0.27,-34.787,161271,46,1,0,Gov't Mule,C,Buffalo Nichols,M,0,4,0,0
0.295,0.011,2.613,0.0156,0.02304,0.067,0.379,74.506,201430,51,1,0,Kenny Wayne Shepherd,M,Buffalo Nichols,M,1,5,1,0
0.182,0.12,0.25,0.0115,0.0156,0.049,0.282,0.173,701188,56,1,0,Joe Bonamassa,M,Buffalo Nichols,M,1,6,1,0
0.221,0.101,2.765,0.0026,0.0104,0.0924,0.615,54.026,58314,28,1,0,Kirk Fletcher,F,Buffalo Nichols,M,0,7,0,1
0.094,0.247,1.017,0.008,0.0122,0.0538,0.16,24.04,639222,51,1,0,Buddy Guy,C,Buffalo Nichols,M,0,8,0,0
0.339,0.155,3.071,0.0017,0.028942,0.038,0.318,-68.312,51312,39,1,0,The Cold Stares,F,Buffalo Nichols,M,0,9,0,1
0.14,0.053,3.369,0.0113,0.0537,0.11,0.222,-31.723,21059,41,1,0,Eric Bibb,F,Buffalo Nichols,M,0,10,0,1
0.236,0.172,0.187,0.0728,0.093,0.033,0.274,-12.054,6829,39,1,0,Joanne Shaw Taylor,M,Buffalo Nichols,M,1,11,1,0
0.067,0.191,6.396,0.0009,0.587,0.041,0.018,-5.894,259074,49,1,0,Freddie King,C,Buffalo Nichols,M,0,12,0,0
0.047,0.247,8.23,0.0009,0.277,0.0567,0.452,-8.694,14767,40,1,0,Robben Ford,M,Buffalo Nichols,M,1,13,1,0
0.208,0.006,2.113,0.0007,0.373,0.229,0.426,-76.747,120217,42,1,0,Robin Trower,C,Buffalo Nichols,M,0,14,0,0
0.196,0.001,0.292,0.0144,0.012,0.023,0.627,-73.534,66548,26,1,0,Doyle Bramhall,C,Buffalo Nichols,M,0,15,0,0
0.288,0.117,7.531,0.0015,0.028714,0.317,0.431,2.773,55705,25,1,0,Joanna Connor,F,Buffalo Nichols,M,0,16,0,1
0.047,0.076,7.139,0.0718,0.202,0.0923,0.04,-88.027,296840,47,1,0,Albert King,F,Buffalo Nichols,M,0,17,0,1
0.285,0.225,2.678,0.0087,0.648,0.033,0.396,-87.627,73538,46,1,0,Susan Tedeschi,M,Buffalo Nichols,M,1,18,1,0
0.057,0.136,5.783,0.006,0.192,0.091,0.19,-57.306,16273,45,1,0,North Mississippi Allstars,F,Buffalo Nichols,M,0,19,0,1
0.182,0.227,0.322,0.0858,0.0127,0.049,0.338,-57.606,69334,26,1,0,Altered Five Blues Band,M,Buffalo Nichols,M,1,20,1,0
0.138,0.229,1.8,0.0291,0.109,0.128,0.349,7.858,78516,86,1,0,Yola,C,Ludwig van Beethoven,C,1,1,0,0
0.001,0.378,5.677,0.0087,0.475,0.116,0.288,-31.007,191426,89,0,0,Jon Batiste,F,Ludwig van Beethoven,C,0,2,0,1
0.126,0.1,5.387,0.0284,0.0305,0.049,0.154,-13.052,8935,74,0,0,The Cold Stares,M,Ludwig van Beethoven,C,0,3,1,0
0.097,0.056,1.825,0.016,0.233,0.1449,0.117,-53.77,25014,62,0,0,Amy Helm,M,Ludwig van Beethoven,C,0,4,1,0
0.207,0.072,0.609,0.0253,0.0733,0.075,0.017,-4.127,48902,76,1,0,Black Joe Lewis & The Honeybears,M,Ludwig van Beethoven,C,0,5,1,0
0.016,0.153,3.921,0.026,0.005,0.036,0.518,-38.52,11527,79,1,0,Molly Tuttle,C,Ludwig van Beethoven,C,1,6,0,0
0.145,0.007,0.882,0.0301,0.025,0.255,0.058,40.513,141231,89,0,0,Curtis Harding,C,Ludwig van Beethoven,C,1,7,0,0
0.328,0.19,2.321,0.0249,0.10242,0.096,0.696,29.007,3834,75,1,0,Dylan LeBlanc,C,Ludwig van Beethoven,C,1,8,0,0
0.403,0.049,0.311,0.0101,0.048,0.517,0.579,181.261,9167,74,0,0,Flock of Dimes,C,Ludwig van Beethoven,C,1,9,0,0
0.092,0.088,4.535,0.0285,0.113,0.138,0.23,-28.861,121763,81,0,0,Fantastic Negrito,M,Ludwig van Beethoven,C,0,10,1,0
0.219,0.295,1.997,0.0259,0.072,0.1086,0.04,33.006,15558,63,1,0,Our Native Daughters,F,Ludwig van Beethoven,C,0,11,0,1
0.266,0.685,6.62,0.0205,0.454,0.089,0.416,5.686,21076,76,0,0,Ondara,C,Ludwig van Beethoven,C,1,12,0,0
0.28,0.39,1.143,0.0283,0.391,0.1003,0.566,2.923,78516,86,1,0,Yola,M,Ludwig van Beethoven,C,0,13,1,0
0.194,0.181,2.261,0.0316,0.002,0.034,0.431,110.513,6255,74,1,0,Chuck Prophet,M,Ludwig van Beethoven,C,0,14,1,0
0.01,0.132,0.481,0.0183,0.491,0.184,0.053,52.553,61934,82,1,0,The Record Company,C,Ludwig van Beethoven,C,1,15,0,0
0.057,0.351,4.739,0.0327,0.151,0.026,0.694,-7.834,21201,76,1,0,Parker Millsap,C,Ludwig van Beethoven,C,1,16,0,0
0.03,0.013,0.141,0.1491,0.245,0.043,0.036,-37.087,130724,77,0,0,Larkin Poe,F,Ludwig van Beethoven,C,0,17,0,1
0.095,0.299,2.475,0.0323,0.176,0.093,0.8253,-2.048,9971,73,1,0,Samantha Crain,F,Ludwig van Beethoven,C,0,18,0,1
0.226,0.66,9.897,0.011,0.802,0.1027,0.8021,-15.772,577062,97,1,0,Brandi Carlile,M,Ludwig van Beethoven,C,0,19,1,0
0.011,0.175,2.943,0.0356,0.036,0.015,0.467,44.121,3834,75,1,0,Dylan LeBlanc,C,Ludwig van Beethoven,C,1,20,0,0
0.087,0.066,1.37,0.0211,0.000374,0.1639,0.245,-62.277,5036477,29,0,0,Zero 9:36,C,Eric Gales,M,0,1,0,0
0.016,0.056,0.475,0.0142,0.0001999,0.0609,0.169,-6.799,4106088,38,1,0,Motionless In White,M,Eric Gales,M,1,2,1,0
0.162,0.077,1.891,0.023,0.00818,0.2339,0.339,-15.559,272647,45,1,0,Five Finger Death Punch,M,Eric Gales,M,1,3,1,0
0.044,0.078,2.187,0.0696,7.2e-05,0.0168,0.077,-34.848,4210758,39,0,0,Our Last Night,M,Eric Gales,M,1,4,1,0
0.185,0.228,0.01,0.0126,0.000433,0.0037,0.064,-6.504,265631,46,1,0,Korn,M,Eric Gales,M,1,5,1,0
0.193,0.029,0.1,0.0081,0.000786,0.0459,0.46,72.936,263766,45,1,0,Disturbed,M,Eric Gales,M,1,6,1,0
0.048,0.012,1.003,0.0004,0.00407,0.1369,0.12,-28.45,508874,47,1,0,The Offspring,C,Eric Gales,M,0,7,0,0
0.112,0.034,0.334,0.0153,0.0001592,0.0367,0.014,-0.883,4106088,38,1,0,Motionless In White,M,Eric Gales,M,1,8,1,0
0.023,0.055,1.307,0.0044,0.05689,0.0046,0.206,21.57,762703,44,1,0,Papa Roach,M,Eric Gales,M,1,9,1,0
0.101,0.019,0.385,0.0203,0.00024,0.1999,0.086,23.656,852346,45,1,0,Skillet,M,Eric Gales,M,1,10,1,0
0.006,0.082,0.623,0.0288,0.000255,0.0519,0.007,-18.032,4344761,37,0,0,STARSET,M,Eric Gales,M,1,11,1,0
0.027,0.079,0.408,0.0052,0.00111,0.8089,0.064,44.323,4748101,29,1,0,Corey Taylor,C,Eric Gales,M,0,12,0,0
0.067,0.056,0.504,0.0776,0.0001484,0.3239,0.054,-12.184,4433976,33,0,0,We Came As Romans,M,Eric Gales,M,1,13,1,0
0.12,0.067,1.694,0.0996,0.000233,0.2629,0.191,-2.201,3959439,37,1,0,Billy Talent,C,Eric Gales,M,0,14,0,0
0.157,0.015,0.013,0.014,0.000515,0.1439,0.205,30.788,4559381,34,1,0,Bad Wolves,M,Eric Gales,M,1,15,1,0
0.025,0.012,0.763,0.018,0.01369,0.0155,0.214,-7.264,4613864,31,1,0,My Darkest Days,F,Eric Gales,M,0,16,0,1
0.166,0.044,0.732,0.2456,7e-06,0.2699,0.237,2.723,4836163,30,1,0,From Ashes to New,M,Eric Gales,M,1,17,1,0
0.02,0.02,1.367,0.0446,0.00343,0.0509,0.243,40.268,4704583,27,1,0,Dead by April,C,Eric Gales,M,0,18,0,0
0.003,0.066,0.804,0.0065,0.01089,0.1509,0.155,53.243,4872730,29,1,0,Badflower,M,Eric Gales,M,1,19,1,0
0.015,0.005,0.378,0.0105,0.00183,0.0499,0.104,42.096,1744512,42,1,0,Shinedown,M,Eric Gales,M,1,20,1,0
0.03,0.017,1.564,0.111,0.001624,0.043,0.269,-6.885,309680,44,1,0,Silverstein,F,Amythyst Kiah,F,1,1,0,1
0.323,0.262,0.771,0.1399,0.171304,0.326,0.203,-38.73,244710,29,0,0,Dropout Kings,M,Amythyst Kiah,F,0,2,1,0
0.11,0.034,1.278,0.1554,5.7e-05,0.163,0.03,-25.182,499001,44,1,0,Atreyu,F,Amythyst Kiah,F,1,3,0,1
0.307,0.021,0.042,0.079,0.000579,0.3,0.173,10.429,178933,34,1,0,Imminence,C,Amythyst Kiah,F,0,4,0,0
0.244,0.066,1.423,0.095,0.012604,0.317,0.073,-7.165,164731,33,1,0,Too Close To Touch,F,Amythyst Kiah,F,1,5,0,1
0.247,0.034,1.06,0.218,0.000431,0.387,0.242,2.496,242778,30,0,0,GHØSTKID,C,Amythyst Kiah,F,0,6,0,0
0.009,0.022,2.023,0.1437,0.0006666,0.054,0.045,-37.926,56037,46,1,0,Electric Callboy,F,Amythyst Kiah,F,1,7,0,1
0.056,0.036,0.98,0.099,0.000526,0.201,0.167,-23.363,192147,41,1,0,Solence,F,Amythyst Kiah,F,1,8,0,1
0.101,0.016,0.011,0.1579,0.000414,0.328,0.178,-15.294,1559064,49,1,0,Asking Alexandria,F,Amythyst Kiah,F,1,9,0,1
0.019,0.041,0.792,0.1526,0.0006752,0.222,0.089,2.102,177806,26,1,0,Destroy Rebuild Until God Shows,M,Amythyst Kiah,F,0,10,1,0
0.018,0.062,0.492,0.1116,0.0006116,0.114,0.273,40.275,220018,31,1,0,Thornhill,C,Amythyst Kiah,F,0,11,0,0
0.087,0.017,1.524,0.033,0.001434,0.314,0.284,-32.685,197153,42,0,0,Point North,C,Amythyst Kiah,F,0,12,0,0
0.133,0.011,1.441,0.1,0.0006692,0.277,0.3005,39.477,112969,29,1,0,Caliban,F,Amythyst Kiah,F,1,13,0,1
0.233,0.043,1.297,0.032,0.00068631,0.174,0.073,-42.685,233622,38,1,0,The Devil Wears Prada,M,Amythyst Kiah,F,0,14,1,0
0.104,0.012,0.043,0.066,0.001194,0.3639,0.024,33.031,409491,46,1,0,Architects,C,Amythyst Kiah,F,0,15,0,0
0.003,0.036,1.443,0.1364,0.000824,0.3735,0.286,85.315,858382,43,1,0,Of Mice & Men,M,Amythyst Kiah,F,0,16,1,0
0.095,0.027,0.854,0.1403,0.0006298,0.131,0.3193,12.863,190155,38,1,0,LANDMVRKS,C,Amythyst Kiah,F,0,17,0,0
0.048,0.014,0.251,0.1459,0.000644,0.151,0.151,101.64,249645,27,0,0,The Anix,M,Amythyst Kiah,F,0,18,1,0
0.074,0.511,1.522,0.1775,0.372304,0.3323,0.199,11.15,175871,32,0,0,Boston Manor,M,Amythyst Kiah,F,0,19,1,0
0.291,0.019,0.852,0.066,0.0006671,0.143,0.071,-42.857,623507,50,1,0,Our Last Night,F,Amythyst Kiah,F,1,20,0,1
0.018,0.008,0.809,0.0063,0.4573,0.032,0.012,-83.346,45114,81,0,0,Aditya A,M,Three Days Grace,M,1,1,1,0
0.099,0.138,0.742,0.0147,0.0063,0.0555,0.017,-6.001,700296,81,0,0,Raftaar,F,Three Days Grace,M,0,2,0,1
0.431,0.5045,13.767,0.0072,0.7213,0.0242,0.553,48.58,907,59,1,0,Bayaan,F,Three Days Grace,M,0,3,0,1
0.035,0.144,5.824,0.0096,0.0531,0.0515,0.5835,30.853,355672,81,0,0,Bohemia,M,Three Days Grace,M,1,4,1,0
0.071,0.147,3.387,0.168,0.1173,0.0785,0.206,-34.717,164367,84,0,0,Harnoor,F,Three Days Grace,M,0,5,0,1
0.053,0.003,1.115,0.0367,0.0422,0.0395,0.088,-24.347,111143,78,0,0,Mickey Singh,F,Three Days Grace,M,0,6,0,1
0.118,0.151,3.669,0.0125,0.8123,0.0475,0.09,-50.532,56741,49,1,0,Mustehsan Khan,F,Three Days Grace,M,0,7,0,1
0.263,0.121,3.163,0.008,0.6583,0.0214,0.329,73.853,98095,69,1,0,The Yellow Diary,F,Three Days Grace,M,0,8,0,1
